usuario,pelicula1,pelicula2,pelicula3
User28423,3,3,5
User28424,5,4,3
User28425,2,2,1
User28426,2,2,2
User28427,4,5,1
User28428,3,3,4
User28429,5,2,2
User28430,3,4,4
User28431,4,4,2
User28432,3,2,2
User28433,4,5,4
User28434,4,3,5
User28435,4,5,2
User28436,1,4,3
User28437,5,3,4
User28438,4,5,3
User28439,1,5,4
User28440,5,5,3
User28441,1,5,2
User28442,5,1,3
User28443,5,5,4
User28444,3,3,4
User28445,2,2,1
User28446,3,2,3
User28447,4,2,4
User28448,3,1,1
User28449,5,4,4
User28450,1,4,3
User28451,2,5,5
User28452,2,1,3
User28453,2,1,1
User28454,4,5,4
User28455,2,5,2
User28456,2,3,2
User28457,1,4,5
User28458,3,5,4
User28459,1,5,3
User28460,1,4,4
User28461,1,2,5
User28462,3,4,3
User28463,2,5,5
User28464,5,1,4
User28465,3,3,2
User28466,4,4,4
User28467,2,5,5
User28468,5,1,2
User28469,1,5,4
User28470,5,2,1
User28471,5,2,2
User28472,5,5,3
User28473,2,4,3
User28474,1,4,3
User28475,2,4,4
User28476,1,4,3
User28477,2,1,5
User28478,2,3,5
User28479,4,2,2
User28480,4,5,3
User28481,1,1,5
User28482,4,4,2
User28483,4,4,4
User28484,5,2,3
User28485,2,5,4
User28486,1,2,2
User28487,2,2,4
User28488,3,5,3
User28489,2,4,2
User28490,1,4,2
User28491,3,2,3
User28492,1,1,1
User28493,4,5,5
User28494,3,5,5
User28495,2,2,1
User28496,1,1,2
User28497,1,1,5
User28498,4,5,4
User28499,2,4,1
User28500,3,5,2
User28501,3,1,1
User28502,2,1,4
User28503,2,5,1
User28504,5,2,3
User28505,5,1,1
User28506,3,2,5
User28507,2,1,3
User28508,1,4,3
User28509,1,2,2
User28510,5,1,5
User28511,4,2,1
User28512,2,4,3
User28513,5,4,3
User28514,5,3,3
User28515,3,5,4
User28516,2,5,3
User28517,4,3,2
User28518,5,3,2
User28519,2,4,5
User28520,4,1,4
User28521,5,1,2
User28522,1,5,4
User28523,3,5,2
User28524,2,4,5
User28525,1,2,5
User28526,4,4,3
User28527,4,4,3
User28528,4,4,2
User28529,3,1,2
User28530,2,4,3
User28531,3,5,3
User28532,4,1,3
User28533,4,4,5
User28534,2,5,5
User28535,3,3,1
User28536,5,4,3
User28537,5,5,3
User28538,1,3,5
User28539,2,4,5
User28540,3,3,5
User28541,1,2,5
User28542,1,4,4
User28543,1,5,3
User28544,1,4,3
User28545,4,1,4
User28546,4,5,4
User28547,3,4,3
User28548,2,4,3
User28549,3,4,2
User28550,5,1,3
User28551,2,2,2
User28552,1,2,3
User28553,1,1,3
User28554,1,5,5
User28555,5,1,1
User28556,4,2,4
User28557,1,3,2
User28558,3,2,3
User28559,3,2,5
User28560,2,1,1
User28561,1,1,1
User28562,1,2,1
User28563,3,4,5
User28564,3,3,3
User28565,3,2,4
User28566,2,2,5
User28567,4,1,4
User28568,5,3,4
User28569,2,4,3
User28570,4,5,2
User28571,3,3,1
User28572,2,3,2
User28573,1,1,2
User28574,4,2,1
User28575,3,4,2
User28576,5,4,1
User28577,4,3,5
User28578,5,2,3
User28579,1,2,4
User28580,1,1,4
User28581,5,1,1
User28582,5,2,4
User28583,3,5,2
User28584,1,1,3
User28585,5,1,3
User28586,3,5,3
User28587,5,5,2
User28588,2,4,1
User28589,3,4,1
User28590,4,2,1
User28591,4,5,2
User28592,4,3,2
User28593,3,5,1
User28594,1,1,5
User28595,1,2,5
User28596,4,3,2
User28597,3,2,1
User28598,5,3,2
User28599,1,4,5
User28600,5,5,4
User28601,5,1,5
User28602,5,1,1
User28603,5,5,4
User28604,5,2,2
User28605,5,4,4
User28606,1,3,4
User28607,4,4,1
User28608,5,1,2
User28609,4,4,5
User28610,4,3,1
User28611,4,5,4
User28612,4,4,4
User28613,5,2,2
User28614,3,1,3
User28615,2,3,1
User28616,5,1,3
User28617,2,2,5
User28618,2,5,4
User28619,4,1,1
User28620,3,5,1
User28621,3,5,5
User28622,3,4,4
User28623,2,4,2
User28624,5,2,4
User28625,1,4,3
User28626,1,2,1
User28627,4,5,5
User28628,5,4,1
User28629,4,3,5
User28630,2,5,3
User28631,3,4,4
User28632,5,1,2
User28633,4,4,5
User28634,3,2,3
User28635,5,5,4
User28636,5,1,1
User28637,3,2,1
User28638,5,2,5
User28639,5,1,1
User28640,5,1,5
User28641,1,3,3
User28642,1,4,5
User28643,5,5,1
User28644,4,2,5
User28645,3,2,5
User28646,1,4,2
User28647,5,5,4
User28648,5,5,3
User28649,4,4,1
User28650,2,1,4
User28651,5,3,4
User28652,1,3,3
User28653,3,5,4
User28654,1,5,4
User28655,3,2,5
User28656,5,4,1
User28657,4,3,4
User28658,1,4,5
User28659,4,2,3
User28660,5,1,3
User28661,1,2,4
User28662,4,2,5
User28663,4,4,5
User28664,1,3,4
User28665,1,1,1
User28666,1,4,2
User28667,4,4,3
User28668,3,5,1
User28669,4,4,3
User28670,2,4,4
User28671,3,5,3
User28672,2,4,5
User28673,4,4,4
User28674,1,2,4
User28675,4,3,1
User28676,4,1,2
User28677,3,4,5
User28678,5,4,1
User28679,4,2,2
User28680,2,4,5
User28681,4,1,1
User28682,2,5,2
User28683,3,4,4
User28684,5,1,5
User28685,2,1,3
User28686,1,3,2
User28687,2,1,1
User28688,1,5,2
User28689,2,1,5
User28690,4,4,1
User28691,2,4,2
User28692,2,2,4
User28693,2,3,1
User28694,3,4,3
User28695,1,1,2
User28696,3,3,1
User28697,3,2,3
User28698,5,5,4
User28699,3,2,4
User28700,5,3,1
User28701,2,3,5
User28702,5,5,2
User28703,4,2,1
User28704,5,2,5
User28705,5,1,1
User28706,5,1,5
User28707,5,3,3
User28708,3,3,3
User28709,4,1,5
User28710,1,2,4
User28711,3,3,1
User28712,5,3,5
User28713,5,3,2
User28714,3,2,1
User28715,2,4,2
User28716,3,2,3
User28717,1,4,5
User28718,3,3,5
User28719,2,1,3
User28720,1,3,1
User28721,2,2,5
User28722,2,1,3
User28723,2,1,1
User28724,2,2,3
User28725,4,5,1
User28726,2,2,3
User28727,5,1,4
User28728,4,4,5
User28729,3,5,2
User28730,5,3,3
User28731,2,5,5
User28732,3,4,4
User28733,1,2,2
User28734,4,4,1
User28735,5,4,1
User28736,5,5,4
User28737,4,5,5
User28738,2,2,1
User28739,2,2,4
User28740,5,4,3
User28741,2,4,2
User28742,5,4,1
User28743,5,5,5
User28744,2,1,5
User28745,4,1,4
User28746,3,3,3
User28747,5,1,4
User28748,3,5,1
User28749,1,3,3
User28750,5,4,3
User28751,1,4,5
User28752,4,1,4
User28753,2,5,1
User28754,1,1,2
User28755,2,3,2
User28756,1,3,5
User28757,1,4,4
User28758,2,4,5
User28759,2,1,3
User28760,3,2,1
User28761,3,2,4
User28762,4,1,3
User28763,4,1,1
User28764,3,1,1
User28765,4,2,4
User28766,4,3,1
User28767,4,5,3
User28768,1,5,1
User28769,2,4,2
User28770,5,4,4
User28771,4,3,3
User28772,5,3,2
User28773,2,2,5
User28774,5,2,4
User28775,3,1,3
User28776,5,2,5
User28777,5,1,2
User28778,5,5,3
User28779,1,1,2
User28780,1,3,4
User28781,1,2,3
User28782,1,2,3
User28783,1,2,1
User28784,4,1,5
User28785,4,5,1
User28786,4,5,5
User28787,1,1,1
User28788,1,3,1
User28789,1,4,3
User28790,3,4,2
User28791,4,5,4
User28792,5,4,2
User28793,1,3,1
User28794,5,3,3
User28795,4,1,4
User28796,5,2,4
User28797,4,2,4
User28798,4,4,1
User28799,1,3,3
User28800,5,5,2
User28801,1,4,3
User28802,2,2,4
User28803,3,2,2
User28804,1,2,4
User28805,3,1,1
User28806,4,3,4
User28807,3,5,4
User28808,4,3,5
User28809,2,1,2
User28810,2,2,5
User28811,3,4,2
User28812,4,5,1
User28813,1,4,5
User28814,3,5,4
User28815,1,5,2
User28816,3,1,3
User28817,4,5,3
User28818,4,3,5
User28819,4,2,1
User28820,2,2,3
User28821,3,4,5
User28822,1,2,3
User28823,5,3,5
User28824,4,1,1
User28825,3,3,1
User28826,3,4,5
User28827,2,3,2
User28828,1,1,4
User28829,1,4,5
User28830,2,5,2
User28831,2,2,5
User28832,2,3,4
User28833,3,3,1
User28834,5,5,1
User28835,1,2,2
User28836,1,2,2
User28837,3,2,5
User28838,4,1,2
User28839,3,3,3
User28840,1,3,5
User28841,5,2,4
User28842,2,4,4
User28843,1,1,4
User28844,2,2,4
User28845,1,3,5
User28846,2,2,1
User28847,5,3,1
User28848,1,3,3
User28849,1,3,5
User28850,3,4,2
User28851,1,5,3
User28852,3,4,5
User28853,4,3,2
User28854,3,2,5
User28855,3,4,3
User28856,5,1,2
User28857,5,3,5
User28858,1,1,4
User28859,1,2,5
User28860,4,4,4
User28861,1,1,1
User28862,2,1,2
User28863,1,5,2
User28864,2,2,4
User28865,2,3,1
User28866,2,1,5
User28867,1,1,4
User28868,5,3,4
User28869,5,4,5
User28870,5,5,4
User28871,4,2,4
User28872,3,2,4
User28873,2,4,1
User28874,4,4,4
User28875,4,2,1
User28876,2,1,3
User28877,1,1,1
User28878,4,4,5
User28879,5,4,5
User28880,3,3,3
User28881,3,2,1
User28882,5,5,1
User28883,4,1,1
User28884,3,4,3
User28885,4,2,2
User28886,2,5,4
User28887,2,2,2
User28888,2,2,5
User28889,4,3,5
User28890,5,1,5
User28891,4,5,4
User28892,5,4,4
User28893,4,1,3
User28894,1,1,1
User28895,1,3,3
User28896,4,2,5
User28897,2,4,1
User28898,3,1,1
User28899,4,4,2
User28900,4,3,3
User28901,4,5,3
User28902,4,4,3
User28903,2,5,3
User28904,5,2,5
User28905,4,3,4
User28906,1,3,5
User28907,2,2,3
User28908,4,3,2
User28909,5,2,3
User28910,5,3,3
User28911,4,1,4
User28912,5,1,3
User28913,2,3,5
User28914,5,1,3
User28915,3,5,4
User28916,2,4,5
User28917,2,3,2
User28918,4,1,5
User28919,4,4,3
User28920,2,4,5
User28921,1,4,5
User28922,1,3,1
User28923,5,4,5
User28924,5,5,3
User28925,4,5,1
User28926,4,5,5
User28927,1,5,2
User28928,2,4,1
User28929,2,5,1
User28930,4,3,2
User28931,2,2,3
User28932,4,5,4
User28933,5,5,4
User28934,2,4,3
User28935,3,1,3
User28936,4,5,5
User28937,1,2,5
User28938,3,1,4
User28939,1,2,4
User28940,5,1,4
User28941,4,1,4
User28942,1,3,1
User28943,3,5,2
User28944,2,4,2
User28945,3,5,2
User28946,1,3,2
User28947,5,4,1
User28948,3,2,5
User28949,1,5,3
User28950,1,3,1
User28951,1,1,1
User28952,2,1,4
User28953,1,5,1
User28954,3,2,1
User28955,3,3,1
User28956,1,5,2
User28957,1,4,3
User28958,4,2,4
User28959,2,5,4
User28960,5,4,4
User28961,4,2,5
User28962,5,1,5
User28963,4,1,1
User28964,4,3,3
User28965,3,3,5
User28966,4,1,2
User28967,3,3,5
User28968,4,4,4
User28969,2,4,5
User28970,5,1,1
User28971,4,5,3
User28972,4,3,1
User28973,4,4,4
User28974,4,1,2
User28975,4,3,4
User28976,3,3,3
User28977,5,1,2
User28978,4,4,1
User28979,5,4,3
User28980,3,1,1
User28981,5,4,5
User28982,1,3,1
User28983,2,2,3
User28984,4,5,1
User28985,5,1,3
User28986,4,5,2
User28987,2,2,5
User28988,2,1,4
User28989,3,4,1
User28990,5,1,2
User28991,2,2,3
User28992,1,3,2
User28993,2,3,1
User28994,3,1,1
User28995,4,5,4
User28996,2,2,1
User28997,4,1,3
User28998,3,5,2
User28999,5,4,3
User29000,3,1,5
User29001,5,3,1
User29002,5,1,5
User29003,3,1,5
User29004,2,5,5
User29005,5,3,3
User29006,1,1,2
User29007,1,1,3
User29008,3,5,2
User29009,2,1,5
User29010,2,4,2
User29011,3,5,4
User29012,5,3,3
User29013,1,4,3
User29014,3,5,3
User29015,2,2,3
User29016,4,3,3
User29017,3,3,1
User29018,2,3,1
User29019,1,1,2
User29020,4,2,2
User29021,1,1,3
User29022,3,3,5
User29023,4,3,5
User29024,2,3,2
User29025,5,2,4
User29026,4,2,5
User29027,3,5,2
User29028,4,4,4
User29029,5,1,4
User29030,1,3,4
User29031,2,1,2
User29032,4,5,4
User29033,4,4,4
User29034,4,4,4
User29035,5,5,2
User29036,5,3,3
User29037,1,4,4
User29038,4,3,1
User29039,3,5,2
User29040,3,1,2
User29041,1,3,5
User29042,3,2,4
User29043,1,2,3
User29044,5,4,2
User29045,5,5,4
User29046,5,2,4
User29047,5,1,2
User29048,4,3,5
User29049,3,5,4
User29050,1,4,5
User29051,2,1,1
User29052,2,1,5
User29053,4,1,1
User29054,5,2,4
User29055,5,3,2
User29056,4,1,2
User29057,1,3,5
User29058,4,4,4
User29059,4,3,5
User29060,2,1,2
User29061,3,5,5
User29062,3,3,2
User29063,2,1,2
User29064,4,1,5
User29065,5,4,1
User29066,3,4,1
User29067,3,2,1
User29068,1,3,3
User29069,3,5,4
User29070,2,2,1
User29071,5,3,1
User29072,1,3,5
User29073,5,3,5
User29074,3,2,3
User29075,1,3,3
User29076,4,1,1
User29077,1,5,1
User29078,3,3,5
User29079,3,1,2
User29080,5,5,4
User29081,4,1,3
User29082,3,2,3
User29083,4,2,4
User29084,2,1,4
User29085,5,3,3
User29086,1,1,1
User29087,2,3,2
User29088,3,1,2
User29089,2,2,4
User29090,3,2,2
User29091,2,5,4
User29092,1,3,5
User29093,4,1,5
User29094,1,1,1
User29095,5,5,4
User29096,2,3,1
User29097,1,2,3
User29098,1,1,1
User29099,5,1,2
User29100,2,4,4
User29101,5,4,3
User29102,2,4,2
User29103,2,5,3
User29104,4,2,3
User29105,3,2,1
User29106,1,5,3
User29107,1,1,1
User29108,3,4,2
User29109,2,4,4
User29110,1,4,3
User29111,2,3,1
User29112,4,4,1
User29113,5,3,1
User29114,5,5,1
User29115,1,4,3
User29116,1,4,1
User29117,4,4,1
User29118,5,2,1
User29119,3,1,3
User29120,5,1,4
User29121,4,1,4
User29122,4,5,1
User29123,3,3,5
User29124,3,5,4
User29125,1,5,3
User29126,1,5,4
User29127,3,3,2
User29128,2,1,2
User29129,4,2,4
User29130,2,4,5
User29131,2,3,1
User29132,2,3,2
User29133,1,1,1
User29134,4,4,4
User29135,4,3,1
User29136,3,2,5
User29137,2,1,5
User29138,2,1,1
User29139,4,3,3
User29140,5,3,2
User29141,2,3,2
User29142,5,2,4
User29143,4,2,2
User29144,5,2,2
User29145,4,3,2
User29146,1,2,1
User29147,4,1,3
User29148,4,5,2
User29149,4,3,5
User29150,4,4,3
User29151,3,2,5
User29152,1,5,2
User29153,3,1,5
User29154,2,3,4
User29155,1,5,2
User29156,3,4,4
User29157,2,4,1
User29158,3,5,1
User29159,2,3,4
User29160,2,5,1
User29161,4,2,1
User29162,4,2,3
User29163,1,5,5
User29164,1,2,5
User29165,2,2,1
User29166,4,3,1
User29167,1,3,2
User29168,5,2,2
User29169,4,4,4
User29170,3,2,5
User29171,4,3,4
User29172,1,5,4
User29173,1,1,5
User29174,3,1,4
User29175,5,3,2
User29176,5,4,5
User29177,4,3,3
User29178,2,3,1
User29179,4,1,2
User29180,1,5,1
User29181,3,2,3
User29182,5,1,4
User29183,4,4,2
User29184,4,5,2
User29185,4,4,1
User29186,2,2,2
User29187,4,3,5
User29188,1,4,2
User29189,5,1,4
User29190,5,3,5
User29191,3,2,5
User29192,1,4,2
User29193,4,1,1
User29194,5,3,3
User29195,2,2,5
User29196,4,1,1
User29197,2,2,1
User29198,1,3,2
User29199,2,3,3
User29200,1,3,3
User29201,4,2,1
User29202,1,5,4
User29203,4,3,3
User29204,1,5,2
User29205,4,2,1
User29206,5,2,2
User29207,1,1,3
User29208,2,2,4
User29209,5,1,4
User29210,1,3,5
User29211,4,2,2
User29212,2,2,1
User29213,5,2,2
User29214,5,5,3
User29215,4,5,3
User29216,3,2,4
User29217,2,5,3
User29218,1,3,2
User29219,3,3,3
User29220,4,5,5
User29221,5,5,4
User29222,5,4,1
User29223,2,3,2
User29224,3,1,5
User29225,4,4,4
User29226,3,4,2
User29227,4,1,5
User29228,5,2,3
User29229,1,2,3
User29230,2,4,5
User29231,2,2,4
User29232,4,5,5
User29233,5,4,3
User29234,1,1,3
User29235,1,1,4
User29236,5,3,2
User29237,2,4,2
User29238,5,3,4
User29239,5,4,4
User29240,2,2,2
User29241,4,2,2
User29242,4,3,2
User29243,1,4,1
User29244,4,2,3
User29245,2,1,5
User29246,1,3,5
User29247,4,3,2
User29248,4,3,5
User29249,2,5,4
User29250,4,4,4
User29251,2,3,3
User29252,1,3,1
User29253,3,5,3
User29254,1,3,2
User29255,4,5,3
User29256,3,2,4
User29257,2,2,5
User29258,5,3,1
User29259,2,5,4
User29260,3,5,2
User29261,2,3,5
User29262,3,4,1
User29263,4,3,4
User29264,5,2,2
User29265,2,5,3
User29266,1,3,5
User29267,3,4,1
User29268,5,5,3
User29269,1,4,5
User29270,4,2,2
User29271,1,3,1
User29272,5,5,2
User29273,5,3,2
User29274,5,5,1
User29275,5,5,5
User29276,2,1,2
User29277,2,4,4
User29278,3,5,1
User29279,5,5,3
User29280,5,3,1
User29281,2,3,3
User29282,5,3,4
User29283,2,3,2
User29284,2,3,5
User29285,1,1,1
User29286,3,2,5
User29287,4,2,3
User29288,2,2,4
User29289,2,5,1
User29290,5,5,3
User29291,5,4,3
User29292,4,5,4
User29293,4,5,4
User29294,5,2,3
User29295,4,2,3
User29296,1,4,2
User29297,2,5,5
User29298,4,4,5
User29299,3,1,4
User29300,4,5,1
User29301,5,2,2
User29302,1,3,3
User29303,4,3,2
User29304,3,5,2
User29305,3,3,3
User29306,2,1,1
User29307,4,3,3
User29308,4,3,3
User29309,5,5,3
User29310,3,2,2
User29311,2,4,4
User29312,2,5,5
User29313,1,2,1
User29314,1,5,1
User29315,4,1,1
User29316,2,3,2
User29317,1,3,4
User29318,5,2,3
User29319,3,3,4
User29320,3,2,2
User29321,1,4,1
User29322,4,5,4
User29323,3,1,1
User29324,3,1,1
User29325,5,1,1
User29326,4,2,2
User29327,2,1,4
User29328,5,1,3
User29329,4,1,1
User29330,3,4,5
User29331,4,1,1
User29332,4,5,4
User29333,1,3,4
User29334,4,5,3
User29335,2,5,5
User29336,1,2,3
User29337,2,3,2
User29338,4,5,4
User29339,2,5,1
User29340,2,2,2
User29341,1,2,3
User29342,1,2,4
User29343,2,4,4
User29344,4,2,2
User29345,4,3,3
User29346,2,4,2
User29347,1,2,4
User29348,3,5,4
User29349,3,1,2
User29350,1,4,2
User29351,4,1,3
User29352,5,1,1
User29353,5,5,2
User29354,2,1,3
User29355,2,1,1
User29356,3,3,1
User29357,2,2,1
User29358,1,4,1
User29359,4,5,1
User29360,1,2,5
User29361,5,2,1
User29362,4,2,3
User29363,1,4,5
User29364,2,5,4
User29365,5,3,4
User29366,1,3,4
User29367,4,3,2
User29368,2,5,4
User29369,4,4,5
User29370,5,3,5
User29371,3,2,2
User29372,5,3,2
User29373,2,1,5
User29374,2,4,2
User29375,5,4,1
User29376,5,4,2
User29377,4,4,4
User29378,3,2,3
User29379,2,4,2
User29380,2,2,3
User29381,3,3,5
User29382,4,5,2
User29383,2,3,4
User29384,4,3,1
User29385,3,3,4
User29386,2,1,5
User29387,4,5,1
User29388,3,1,1
User29389,4,1,5
User29390,2,5,2
User29391,1,4,2
User29392,5,3,5
User29393,3,1,5
User29394,1,1,5
User29395,4,5,1
User29396,4,4,3
User29397,2,3,2
User29398,3,4,4
User29399,3,4,4
User29400,1,4,4
User29401,2,5,2
User29402,4,3,4
User29403,1,2,3
User29404,3,4,2
User29405,3,5,4
User29406,4,5,4
User29407,4,4,1
User29408,5,1,2
User29409,1,4,4
User29410,3,1,1
User29411,1,5,4
User29412,1,1,5
User29413,4,3,5
User29414,5,3,2
User29415,5,2,4
User29416,5,4,1
User29417,4,1,5
User29418,5,4,3
User29419,3,3,5
User29420,2,1,1
User29421,2,4,1
User29422,2,5,4
User29423,1,2,2
User29424,5,2,3
User29425,1,2,4
User29426,3,3,4
User29427,1,4,4
User29428,2,3,5
User29429,1,1,1
User29430,4,3,1
User29431,4,4,4
User29432,1,3,1
User29433,1,2,3
User29434,3,2,1
User29435,3,2,4
User29436,5,3,3
User29437,5,5,1
User29438,5,2,3
User29439,2,1,5
User29440,1,5,2
User29441,2,3,2
User29442,1,5,2
User29443,5,1,3
User29444,3,4,3
User29445,4,4,2
User29446,3,2,5
User29447,3,5,5
User29448,2,2,2
User29449,4,2,3
User29450,3,1,5
User29451,4,5,4
User29452,4,3,2
User29453,5,3,1
User29454,5,5,4
User29455,2,4,4
User29456,2,1,4
User29457,1,1,4
User29458,5,3,2
User29459,2,3,3
User29460,3,3,4
User29461,3,2,2
User29462,1,3,5
User29463,4,4,1
User29464,4,2,3
User29465,4,3,5
User29466,1,1,5
User29467,1,5,4
User29468,4,1,3
User29469,1,3,4
User29470,4,2,3
User29471,4,5,1
User29472,5,3,3
User29473,3,4,5
User29474,3,3,5
User29475,4,4,3
User29476,1,2,3
User29477,3,4,1
User29478,2,2,2
User29479,2,1,1
User29480,3,1,2
User29481,2,5,5
User29482,1,3,3
User29483,4,2,1
User29484,1,2,2
User29485,3,2,5
User29486,3,3,1
User29487,5,5,3
User29488,2,5,2
User29489,3,4,4
User29490,4,2,5
User29491,5,3,3
User29492,1,5,1
User29493,4,1,4
User29494,4,2,2
User29495,1,2,4
User29496,1,3,5
User29497,4,4,1
User29498,3,2,3
User29499,4,2,3
User29500,2,3,1
User29501,1,2,4
User29502,3,1,4
User29503,2,3,1
User29504,2,3,3
User29505,5,1,3
User29506,4,4,3
User29507,3,5,3
User29508,3,1,4
User29509,2,5,2
User29510,2,4,1
User29511,3,5,5
User29512,1,3,5
User29513,2,4,4
User29514,2,5,1
User29515,4,1,1
User29516,3,2,5
User29517,2,3,2
User29518,4,5,2
User29519,2,4,2
User29520,2,5,4
User29521,4,5,2
User29522,2,5,2
User29523,5,1,3
User29524,3,5,4
User29525,2,3,5
User29526,1,4,2
User29527,3,3,4
User29528,5,1,1
User29529,3,2,4
User29530,1,2,1
User29531,1,5,5
User29532,4,3,4
User29533,4,3,2
User29534,5,2,3
User29535,2,3,2
User29536,1,1,1
User29537,3,2,3
User29538,2,1,2
User29539,2,2,3
User29540,4,2,4
User29541,4,5,1
User29542,5,5,5
User29543,4,1,2
User29544,2,2,1
User29545,1,4,2
User29546,5,4,4
User29547,1,1,2
User29548,1,4,3
User29549,3,5,1
User29550,5,4,5
User29551,1,1,2
User29552,5,1,2
User29553,1,2,1
User29554,3,4,2
User29555,1,2,4
User29556,1,3,1
User29557,5,4,5
User29558,5,1,2
User29559,5,1,2
User29560,4,2,2
User29561,3,1,2
User29562,5,3,4
User29563,3,1,3
User29564,2,1,5
User29565,5,3,4
User29566,5,5,3
User29567,2,5,2
User29568,4,1,1
User29569,3,4,4
User29570,5,2,5
User29571,2,5,2
User29572,3,2,2
User29573,3,1,1
User29574,3,2,3
User29575,5,3,5
User29576,3,5,1
User29577,4,4,1
User29578,1,5,4
User29579,4,5,2
User29580,4,2,1
User29581,5,4,2
User29582,5,4,2
User29583,5,2,4
User29584,5,4,1
User29585,1,2,5
User29586,3,2,1
User29587,3,1,1
User29588,1,4,4
User29589,3,5,2
User29590,2,3,1
User29591,5,4,4
User29592,1,4,5
User29593,2,5,4
User29594,3,5,4
User29595,1,2,2
User29596,4,1,5
User29597,1,4,5
User29598,1,5,1
User29599,1,5,5
User29600,3,1,4
User29601,1,2,3
User29602,5,4,5
User29603,3,1,4
User29604,3,3,1
User29605,2,3,2
User29606,5,1,2
User29607,3,3,2
User29608,3,2,4
User29609,2,4,5
User29610,1,2,4
User29611,2,3,1
User29612,1,3,3
User29613,2,5,4
User29614,4,3,5
User29615,2,4,2
User29616,4,5,5
User29617,4,5,2
User29618,3,1,3
User29619,3,5,4
User29620,3,4,5
User29621,2,1,3
User29622,4,3,4
User29623,2,4,3
User29624,5,4,1
User29625,2,3,1
User29626,5,5,3
User29627,3,1,2
User29628,3,1,3
User29629,1,5,2
User29630,5,2,1
User29631,5,1,1
User29632,1,3,1
User29633,5,4,2
User29634,4,3,5
User29635,1,4,5
User29636,5,3,2
User29637,2,2,4
User29638,3,3,2
User29639,5,4,2
User29640,5,2,2
User29641,5,1,1
User29642,3,5,5
User29643,4,2,1
User29644,4,3,2
User29645,2,2,5
User29646,3,1,2
User29647,4,1,1
User29648,1,3,1
User29649,3,3,3
User29650,1,4,5
User29651,2,4,3
User29652,3,3,3
User29653,1,2,5
User29654,4,3,3
User29655,5,5,5
User29656,2,5,3
User29657,2,1,3
User29658,1,5,4
User29659,4,2,4
User29660,2,4,5
User29661,3,1,3
User29662,2,1,5
User29663,1,5,5
User29664,2,3,2
User29665,5,2,4
User29666,3,1,5
User29667,3,4,2
User29668,4,4,1
User29669,2,1,2
User29670,4,3,1
User29671,3,4,5
User29672,1,3,1
User29673,4,2,4
User29674,1,2,3
User29675,3,2,3
User29676,2,1,2
User29677,5,5,5
User29678,4,3,5
User29679,3,3,1
User29680,1,1,3
User29681,4,3,5
User29682,5,3,1
User29683,1,3,5
User29684,5,4,4
User29685,3,2,4
User29686,1,2,4
User29687,4,5,5
User29688,1,3,2
User29689,5,4,1
User29690,2,3,5
User29691,3,1,2
User29692,2,5,2
User29693,4,2,4
User29694,2,1,4
User29695,5,2,3
User29696,3,5,2
User29697,4,5,3
User29698,1,5,3
User29699,3,5,2
User29700,3,2,5
User29701,2,5,1
User29702,5,3,5
User29703,3,3,3
User29704,2,2,4
User29705,4,1,1
User29706,4,2,4
User29707,2,1,1
User29708,5,1,5
User29709,2,2,1
User29710,4,5,4
User29711,3,2,3
User29712,2,5,4
User29713,5,1,1
User29714,2,1,4
User29715,5,1,1
User29716,4,4,3
User29717,2,4,4
User29718,5,5,5
User29719,1,2,3
User29720,5,1,5
User29721,5,3,1
User29722,4,3,2
User29723,3,5,5
User29724,2,1,3
User29725,4,2,4
User29726,4,1,5
User29727,5,5,1
User29728,1,5,2
User29729,1,2,2
User29730,5,4,5
User29731,5,3,3
User29732,5,3,5
User29733,2,3,2
User29734,1,2,5
User29735,5,3,1
User29736,3,4,3
User29737,3,4,1
User29738,1,5,5
User29739,1,1,4
User29740,3,2,2
User29741,1,4,5
User29742,4,1,3
User29743,2,2,1
User29744,5,5,4
User29745,5,5,3
User29746,5,1,1
User29747,1,1,3
User29748,5,1,2
User29749,1,5,1
User29750,2,1,2
User29751,1,4,2
User29752,1,5,4
User29753,4,4,1
User29754,2,3,4
User29755,1,3,5
User29756,1,2,1
User29757,2,1,4
User29758,2,4,2
User29759,3,5,1
User29760,4,3,4
User29761,4,4,3
User29762,4,1,5
User29763,5,5,4
User29764,5,2,4
User29765,1,4,3
User29766,3,5,3
User29767,4,1,4
User29768,1,5,1
User29769,3,1,5
User29770,1,3,1
User29771,4,2,1
User29772,5,5,2
User29773,3,2,1
User29774,5,3,5
User29775,2,4,2
User29776,2,4,3
User29777,4,2,1
User29778,4,5,1
User29779,4,2,2
User29780,1,2,1
User29781,4,3,3
User29782,5,3,2
User29783,2,2,4
User29784,5,5,1
User29785,2,1,2
User29786,2,5,3
User29787,3,3,4
User29788,1,2,4
User29789,1,3,1
User29790,4,5,3
User29791,3,4,5
User29792,4,5,2
User29793,4,4,4
User29794,3,4,5
User29795,5,5,5
User29796,5,3,5
User29797,5,1,2
User29798,5,4,5
User29799,5,3,3
User29800,1,5,5
User29801,3,2,4
User29802,5,1,4
User29803,3,3,5
User29804,4,4,1
User29805,1,5,3
User29806,4,5,4
User29807,4,4,1
User29808,4,2,4
User29809,4,3,4
User29810,2,4,2
User29811,5,5,4
User29812,2,5,1
User29813,1,4,4
User29814,3,2,2
User29815,5,2,2
User29816,3,1,1
User29817,2,2,3
User29818,2,2,3
User29819,5,2,1
